Title,Artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Till I Collapse,Eminem,0.486,0.5,3.0,-7.287,0.0,0.0243,0.162,0.000218,0.0792,0.458,93.708,audio_features,5bi8RvkKme1gAWymqVbhSR,spotify:track:5bi8RvkKme1gAWymqVbhSR,https://api.spotify.com/v1/tracks/5bi8RvkKme1gAWymqVbhSR,https://api.spotify.com/v1/audio-analysis/5bi8RvkKme1gAWymqVbhSR,216312.0,4.0
Can't Stop,Red Hot Chili Peppers,0.618,0.938,9.0,-3.442,1.0,0.0456,0.0179,0.0,0.167,0.875,91.455,audio_features,3ZOEytgrvLwQaqXreDs2Jx,spotify:track:3ZOEytgrvLwQaqXreDs2Jx,https://api.spotify.com/v1/tracks/3ZOEytgrvLwQaqXreDs2Jx,https://api.spotify.com/v1/audio-analysis/3ZOEytgrvLwQaqXreDs2Jx,269000.0,4.0
Hot In Herre,Nelly,0.956,0.745,11.0,-4.753,0.0,0.12,0.206,0.0,0.0615,0.912,107.075,audio_features,04KTF78FFg8sOHC1BADqbY,spotify:track:04KTF78FFg8sOHC1BADqbY,https://api.spotify.com/v1/tracks/04KTF78FFg8sOHC1BADqbY,https://api.spotify.com/v1/audio-analysis/04KTF78FFg8sOHC1BADqbY,228240.0,4.0
Sk8er Boi,Avril Lavigne,0.487,0.9,0.0,-4.417,1.0,0.0482,6.79e-05,0.0,0.358,0.484,149.937,audio_features,00Mb3DuaIH1kjrwOku9CGU,spotify:track:00Mb3DuaIH1kjrwOku9CGU,https://api.spotify.com/v1/tracks/00Mb3DuaIH1kjrwOku9CGU,https://api.spotify.com/v1/audio-analysis/00Mb3DuaIH1kjrwOku9CGU,204000.0,4.0
Don't Know Why,Norah Jones,0.745,0.219,5.0,-11.216,1.0,0.0276,0.851,1.8e-05,0.0678,0.635,88.609,audio_features,1zNXF2svmdlNxfS5XeNUgr,spotify:track:1zNXF2svmdlNxfS5XeNUgr,https://api.spotify.com/v1/tracks/1zNXF2svmdlNxfS5XeNUgr,https://api.spotify.com/v1/audio-analysis/1zNXF2svmdlNxfS5XeNUgr,186251.0,4.0
Foolish,Ashanti,0.665,0.695,0.0,-5.763,1.0,0.0532,0.347,0.0,0.106,0.707,90.119,audio_features,6zMUIb4uce1CzpbjR3vMdN,spotify:track:6zMUIb4uce1CzpbjR3vMdN,https://api.spotify.com/v1/tracks/6zMUIb4uce1CzpbjR3vMdN,https://api.spotify.com/v1/audio-analysis/6zMUIb4uce1CzpbjR3vMdN,227387.0,4.0
What's Luv? (feat. Ja-Rule & Ashanti),Fat Joe,0.835,0.707,8.0,-5.074,1.0,0.0598,0.0219,2.19e-05,0.108,0.919,93.955,audio_features,2mKouqwAIdQnMP43zxR89r,spotify:track:2mKouqwAIdQnMP43zxR89r,https://api.spotify.com/v1/tracks/2mKouqwAIdQnMP43zxR89r,https://api.spotify.com/v1/audio-analysis/2mKouqwAIdQnMP43zxR89r,267093.0,4.0
By the Way,Red Hot Chili Peppers,0.451,0.97,0.0,-4.938,1.0,0.107,0.0264,0.00355,0.102,0.198,122.444,audio_features,1f2V8U1BiWaC9aJWmpOARe,spotify:track:1f2V8U1BiWaC9aJWmpOARe,https://api.spotify.com/v1/tracks/1f2V8U1BiWaC9aJWmpOARe,https://api.spotify.com/v1/audio-analysis/1f2V8U1BiWaC9aJWmpOARe,216933.0,4.0
Clocks,Coldplay,0.577,0.749,5.0,-7.215,0.0,0.0279,0.599,0.0115,0.183,0.255,130.97,audio_features,0BCPKOYdS2jbQ8iyB56Zns,spotify:track:0BCPKOYdS2jbQ8iyB56Zns,https://api.spotify.com/v1/tracks/0BCPKOYdS2jbQ8iyB56Zns,https://api.spotify.com/v1/audio-analysis/0BCPKOYdS2jbQ8iyB56Zns,307880.0,4.0
Cleanin' Out My Closet,Eminem,0.908,0.758,9.0,-4.753,0.0,0.174,0.0687,0.0,0.0783,0.87,148.015,audio_features,7BMO7O7ImjV8HNTH74Tshv,spotify:track:7BMO7O7ImjV8HNTH74Tshv,https://api.spotify.com/v1/tracks/7BMO7O7ImjV8HNTH74Tshv,https://api.spotify.com/v1/audio-analysis/7BMO7O7ImjV8HNTH74Tshv,297840.0,4.0
My Sacrifice,Creed,0.32,0.88,2.0,-6.035,1.0,0.0504,0.000101,4.31e-06,0.076,0.257,146.349,audio_features,2VSbEXqs6NbNiZSTcHlIDR,spotify:track:2VSbEXqs6NbNiZSTcHlIDR,https://api.spotify.com/v1/tracks/2VSbEXqs6NbNiZSTcHlIDR,https://api.spotify.com/v1/audio-analysis/2VSbEXqs6NbNiZSTcHlIDR,294600.0,4.0
She Hates Me,Puddle Of Mudd,0.58,0.748,4.0,-5.433,1.0,0.0323,0.00935,0.0,0.753,0.584,109.781,audio_features,16DhvbuyvJob4Q9GHNYu2n,spotify:track:16DhvbuyvJob4Q9GHNYu2n,https://api.spotify.com/v1/tracks/16DhvbuyvJob4Q9GHNYu2n,https://api.spotify.com/v1/audio-analysis/16DhvbuyvJob4Q9GHNYu2n,216760.0,4.0
I Know What You Want (feat. Flipmode Squad),Busta Rhymes,0.648,0.759,6.0,-4.315,1.0,0.306,0.0142,0.0,0.648,0.518,85.996,audio_features,0YImOCkIJ2PWhCXaURCZnY,spotify:track:0YImOCkIJ2PWhCXaURCZnY,https://api.spotify.com/v1/tracks/0YImOCkIJ2PWhCXaURCZnY,https://api.spotify.com/v1/audio-analysis/0YImOCkIJ2PWhCXaURCZnY,324307.0,4.0
In My Place,Coldplay,0.424,0.588,9.0,-5.455,1.0,0.0278,0.0553,4.95e-06,0.298,0.193,144.636,audio_features,2nvC4i2aMo4CzRjRflysah,spotify:track:2nvC4i2aMo4CzRjRflysah,https://api.spotify.com/v1/tracks/2nvC4i2aMo4CzRjRflysah,https://api.spotify.com/v1/audio-analysis/2nvC4i2aMo4CzRjRflysah,226680.0,4.0
U Got It Bad,USHER,0.816,0.5,1.0,-4.551,1.0,0.03,0.0227,1.53e-06,0.0733,0.649,124.037,audio_features,7J41dYQolQJEtj3UmKLu5r,spotify:track:7J41dYQolQJEtj3UmKLu5r,https://api.spotify.com/v1/tracks/7J41dYQolQJEtj3UmKLu5r,https://api.spotify.com/v1/audio-analysis/7J41dYQolQJEtj3UmKLu5r,247840.0,4.0
Get the Party Started,P!nk,0.802,0.903,11.0,-3.267,0.0,0.046,0.0011,0.0,0.173,0.96,128.93,audio_features,02jcEwywffn3Tsb48fXmlW,spotify:track:02jcEwywffn3Tsb48fXmlW,https://api.spotify.com/v1/tracks/02jcEwywffn3Tsb48fXmlW,https://api.spotify.com/v1/audio-analysis/02jcEwywffn3Tsb48fXmlW,192533.0,4.0
Work It,Missy Elliott,0.884,0.677,1.0,-5.603,1.0,0.283,0.0778,0.0,0.0732,0.584,101.868,audio_features,3jagJCUbdqhDSPuxP8cAqF,spotify:track:3jagJCUbdqhDSPuxP8cAqF,https://api.spotify.com/v1/tracks/3jagJCUbdqhDSPuxP8cAqF,https://api.spotify.com/v1/audio-analysis/3jagJCUbdqhDSPuxP8cAqF,263227.0,4.0
"I Need a Girl (Pt. 2) [feat. Loon, Ginuwine, Mario Winans]",Diddy,0.713,0.471,1.0,-7.392,0.0,0.483,0.421,0.0,0.0308,0.779,199.764,audio_features,6Wt5QBzHp9vdSLAFlvdnDQ,spotify:track:6Wt5QBzHp9vdSLAFlvdnDQ,https://api.spotify.com/v1/tracks/6Wt5QBzHp9vdSLAFlvdnDQ,https://api.spotify.com/v1/audio-analysis/6Wt5QBzHp9vdSLAFlvdnDQ,285587.0,4.0
Landslide,The Chicks,0.571,0.438,2.0,-7.007,1.0,0.0279,0.534,1.56e-05,0.187,0.444,145.948,audio_features,5hviCr3lgg6LY6noG6DPKs,spotify:track:5hviCr3lgg6LY6noG6DPKs,https://api.spotify.com/v1/tracks/5hviCr3lgg6LY6noG6DPKs,https://api.spotify.com/v1/audio-analysis/5hviCr3lgg6LY6noG6DPKs,230549.0,4.0
The Ketchup Song (AserejÃ©) - Spanglish Version,Las Ketchup,0.602,0.947,1.0,-5.642,1.0,0.115,0.00842,6.41e-05,0.123,0.883,184.976,audio_features,6NG2IIXZfC5Notpz0GIODU,spotify:track:6NG2IIXZfC5Notpz0GIODU,https://api.spotify.com/v1/tracks/6NG2IIXZfC5Notpz0GIODU,https://api.spotify.com/v1/audio-analysis/6NG2IIXZfC5Notpz0GIODU,213000.0,4.0
Dirrty (feat. Redman),Christina Aguilera,0.64,0.889,2.0,-3.073,1.0,0.322,0.107,0.0,0.339,0.436,99.931,audio_features,59ZTxQo8rBycIXPLUIKvE2,spotify:track:59ZTxQo8rBycIXPLUIKvE2,https://api.spotify.com/v1/tracks/59ZTxQo8rBycIXPLUIKvE2,https://api.spotify.com/v1/audio-analysis/59ZTxQo8rBycIXPLUIKvE2,298853.0,4.0
Oh Boy,Camâ€™ron,0.758,0.768,6.0,-5.603,1.0,0.174,0.0237,0.0,0.141,0.824,83.033,audio_features,4X1odWLrLSSahaK6Hi15AA,spotify:track:4X1odWLrLSSahaK6Hi15AA,https://api.spotify.com/v1/tracks/4X1odWLrLSSahaK6Hi15AA,https://api.spotify.com/v1/audio-analysis/4X1odWLrLSSahaK6Hi15AA,204707.0,4.0
Just Like a Pill,P!nk,0.689,0.774,9.0,-4.528,1.0,0.0278,8.72e-05,0.0,0.0941,0.25,102.054,audio_features,1BpV8IGf4XsRRJf4Xuui9q,spotify:track:1BpV8IGf4XsRRJf4Xuui9q,https://api.spotify.com/v1/tracks/1BpV8IGf4XsRRJf4Xuui9q,https://api.spotify.com/v1/audio-analysis/1BpV8IGf4XsRRJf4Xuui9q,236600.0,4.0
Hero (feat. Josey Scott),Chad Kroeger,0.427,0.843,4.0,-4.54,1.0,0.0364,0.00216,0.0,0.179,0.304,147.387,audio_features,779ooI3rBd0CLqCiiJmtVo,spotify:track:779ooI3rBd0CLqCiiJmtVo,https://api.spotify.com/v1/tracks/779ooI3rBd0CLqCiiJmtVo,https://api.spotify.com/v1/audio-analysis/779ooI3rBd0CLqCiiJmtVo,200480.0,3.0
Somethin' Stupid,Robbie Williams,0.257,0.338,4.0,-12.902,1.0,0.0357,0.736,0.0,0.252,0.544,207.356,audio_features,4feXcsElKIVsGwkbnTHAfV,spotify:track:4feXcsElKIVsGwkbnTHAfV,https://api.spotify.com/v1/tracks/4feXcsElKIVsGwkbnTHAfV,https://api.spotify.com/v1/audio-analysis/4feXcsElKIVsGwkbnTHAfV,162493.0,4.0
Blurry,Puddle Of Mudd,0.431,0.938,3.0,-4.507,0.0,0.0542,0.00805,0.0,0.138,0.523,157.462,audio_features,6lSr3iZTC144PKhvbPFzMp,spotify:track:6lSr3iZTC144PKhvbPFzMp,https://api.spotify.com/v1/tracks/6lSr3iZTC144PKhvbPFzMp,https://api.spotify.com/v1/audio-analysis/6lSr3iZTC144PKhvbPFzMp,304000.0,4.0
Still Fly,Big Tymers,0.675,0.607,11.0,-3.538,1.0,0.162,0.0302,8.97e-06,0.339,0.56,177.928,audio_features,563vSy3HB5NHxel1VGQCW6,spotify:track:563vSy3HB5NHxel1VGQCW6,https://api.spotify.com/v1/tracks/563vSy3HB5NHxel1VGQCW6,https://api.spotify.com/v1/audio-analysis/563vSy3HB5NHxel1VGQCW6,335613.0,4.0
Always On Time,Ja Rule,0.832,0.699,5.0,-6.322,0.0,0.209,0.202,0.0,0.131,0.853,96.652,audio_features,2lXJr5BkUPZpQUV2ZGN1Wv,spotify:track:2lXJr5BkUPZpQUV2ZGN1Wv,https://api.spotify.com/v1/tracks/2lXJr5BkUPZpQUV2ZGN1Wv,https://api.spotify.com/v1/audio-analysis/2lXJr5BkUPZpQUV2ZGN1Wv,245867.0,4.0
Heaven,DJ Sammy,0.571,0.953,8.0,-5.601,1.0,0.0548,0.0011,0.000606,0.226,0.601,137.965,audio_features,72SpPFrMYCXLB3Fbw9tEgf,spotify:track:72SpPFrMYCXLB3Fbw9tEgf,https://api.spotify.com/v1/tracks/72SpPFrMYCXLB3Fbw9tEgf,https://api.spotify.com/v1/audio-analysis/72SpPFrMYCXLB3Fbw9tEgf,233600.0,4.0
I Need a Girl (Pt. 1) [feat. Usher & Loon],Diddy,0.713,0.471,1.0,-7.392,0.0,0.483,0.421,0.0,0.0308,0.779,199.764,audio_features,6Wt5QBzHp9vdSLAFlvdnDQ,spotify:track:6Wt5QBzHp9vdSLAFlvdnDQ,https://api.spotify.com/v1/tracks/6Wt5QBzHp9vdSLAFlvdnDQ,https://api.spotify.com/v1/audio-analysis/6Wt5QBzHp9vdSLAFlvdnDQ,285587.0,4.0
The Tide Is High - Radio Mix,Atomic Kitten,0.783,0.649,7.0,-4.127,1.0,0.0322,0.0209,0.00482,0.067,0.665,103.997,audio_features,1QhSB9L9M5eZQhW4RNOhXK,spotify:track:1QhSB9L9M5eZQhW4RNOhXK,https://api.spotify.com/v1/tracks/1QhSB9L9M5eZQhW4RNOhXK,https://api.spotify.com/v1/audio-analysis/1QhSB9L9M5eZQhW4RNOhXK,206093.0,4.0
Soak Up The Sun,Sheryl Crow,0.717,0.733,4.0,-4.985,1.0,0.0427,0.0398,0.0,0.136,0.713,119.996,audio_features,215JYyyUnrJ98NK3KEwu6d,spotify:track:215JYyyUnrJ98NK3KEwu6d,https://api.spotify.com/v1/tracks/215JYyyUnrJ98NK3KEwu6d,https://api.spotify.com/v1/audio-analysis/215JYyyUnrJ98NK3KEwu6d,292307.0,4.0
Stop Crying Your Heart Out,Oasis,0.331,0.558,2.0,-5.506,1.0,0.031,0.0689,1.96e-06,0.124,0.0985,150.19,audio_features,0SlpFHdk4UHBDzCEoXzy14,spotify:track:0SlpFHdk4UHBDzCEoXzy14,https://api.spotify.com/v1/tracks/0SlpFHdk4UHBDzCEoXzy14,https://api.spotify.com/v1/audio-analysis/0SlpFHdk4UHBDzCEoXzy14,303120.0,4.0
U Don't Have to Call,USHER,0.793,0.568,1.0,-4.958,1.0,0.0459,0.0478,3.57e-05,0.0304,0.806,100.005,audio_features,5PCJldueshnwqQVjS16543,spotify:track:5PCJldueshnwqQVjS16543,https://api.spotify.com/v1/tracks/5PCJldueshnwqQVjS16543,https://api.spotify.com/v1/audio-analysis/5PCJldueshnwqQVjS16543,269400.0,4.0
Hey Ma,Camâ€™ron,0.771,0.673,8.0,-5.045,1.0,0.366,0.0293,2.97e-06,0.364,0.947,90.361,audio_features,2fE1hcjUxlLxXrZusTEJlq,spotify:track:2fE1hcjUxlLxXrZusTEJlq,https://api.spotify.com/v1/tracks/2fE1hcjUxlLxXrZusTEJlq,https://api.spotify.com/v1/audio-analysis/2fE1hcjUxlLxXrZusTEJlq,220960.0,4.0
Hella Good,No Doubt,0.772,0.665,8.0,-3.947,1.0,0.0349,0.0136,0.012,0.0905,0.838,115.138,audio_features,6AfLmKXzhEZjwiVPs5jhdV,spotify:track:6AfLmKXzhEZjwiVPs5jhdV,https://api.spotify.com/v1/tracks/6AfLmKXzhEZjwiVPs5jhdV,https://api.spotify.com/v1/audio-analysis/6AfLmKXzhEZjwiVPs5jhdV,242587.0,4.0
The Logical Song,Scooter,0.522,0.934,6.0,-6.489,0.0,0.0369,0.00107,0.0652,0.418,0.46,143.997,audio_features,18kaCWM0OOdSQTnxCcoSU5,spotify:track:18kaCWM0OOdSQTnxCcoSU5,https://api.spotify.com/v1/tracks/18kaCWM0OOdSQTnxCcoSU5,https://api.spotify.com/v1/audio-analysis/18kaCWM0OOdSQTnxCcoSU5,235413.0,4.0
Just a Friend 2002 - Radio Edit,Mario,0.538,0.677,0.0,-6.099,1.0,0.187,0.00541,0.0,0.236,0.913,132.346,audio_features,2cxbxpHrND6i4uvUGVvC9J,spotify:track:2cxbxpHrND6i4uvUGVvC9J,https://api.spotify.com/v1/tracks/2cxbxpHrND6i4uvUGVvC9J,https://api.spotify.com/v1/audio-analysis/2cxbxpHrND6i4uvUGVvC9J,214200.0,5.0
Gangsta Lovin',Eve,0.723,0.84,1.0,-3.523,0.0,0.0608,0.0619,0.0,0.0945,0.827,94.332,audio_features,0WgLpgUdThEpA5L5K0SKq7,spotify:track:0WgLpgUdThEpA5L5K0SKq7,https://api.spotify.com/v1/tracks/0WgLpgUdThEpA5L5K0SKq7,https://api.spotify.com/v1/audio-analysis/0WgLpgUdThEpA5L5K0SKq7,239267.0,4.0
Happy,Ashanti,0.665,0.695,0.0,-5.763,1.0,0.0532,0.347,0.0,0.106,0.707,90.119,audio_features,6zMUIb4uce1CzpbjR3vMdN,spotify:track:6zMUIb4uce1CzpbjR3vMdN,https://api.spotify.com/v1/tracks/6zMUIb4uce1CzpbjR3vMdN,https://api.spotify.com/v1/audio-analysis/6zMUIb4uce1CzpbjR3vMdN,227387.0,4.0
Don't Let Me Get Me - Radio Edit,P!nk,0.624,0.85,0.0,-4.754,0.0,0.0756,0.00234,0.0,0.0621,0.615,98.525,audio_features,1BfRdnfPYrni7zj4ANodBX,spotify:track:1BfRdnfPYrni7zj4ANodBX,https://api.spotify.com/v1/tracks/1BfRdnfPYrni7zj4ANodBX,https://api.spotify.com/v1/audio-analysis/1BfRdnfPYrni7zj4ANodBX,210693.0,4.0
Like I Love You,Justin Timberlake,0.853,0.811,6.0,-4.927,0.0,0.0646,0.0439,0.000307,0.0703,0.9,114.964,audio_features,6W2Ef5Ph6ILTUAedoQ3QIv,spotify:track:6W2Ef5Ph6ILTUAedoQ3QIv,https://api.spotify.com/v1/tracks/6W2Ef5Ph6ILTUAedoQ3QIv,https://api.spotify.com/v1/audio-analysis/6W2Ef5Ph6ILTUAedoQ3QIv,283627.0,4.0
Overprotected - Radio Edit,Britney Spears,0.734,0.82,1.0,-4.598,1.0,0.0924,0.0163,1.48e-05,0.16,0.965,96.035,audio_features,2w0GVsQiQ3C5xK07qLgGdn,spotify:track:2w0GVsQiQ3C5xK07qLgGdn,https://api.spotify.com/v1/tracks/2w0GVsQiQ3C5xK07qLgGdn,https://api.spotify.com/v1/audio-analysis/2w0GVsQiQ3C5xK07qLgGdn,186893.0,4.0
No Such Thing,John Mayer,0.668,0.739,4.0,-4.919,1.0,0.0308,0.0383,0.0,0.13,0.571,131.918,audio_features,6Vecwo7AHst9V2CE3kmwr0,spotify:track:6Vecwo7AHst9V2CE3kmwr0,https://api.spotify.com/v1/tracks/6Vecwo7AHst9V2CE3kmwr0,https://api.spotify.com/v1/audio-analysis/6Vecwo7AHst9V2CE3kmwr0,231467.0,4.0
Nessaja,Scooter,0.444,0.669,8.0,-6.727,0.0,0.125,0.0669,0.0,0.124,0.44,183.441,audio_features,3TfDUStpnEVIlsNlgcKQgJ,spotify:track:3TfDUStpnEVIlsNlgcKQgJ,https://api.spotify.com/v1/tracks/3TfDUStpnEVIlsNlgcKQgJ,https://api.spotify.com/v1/audio-analysis/3TfDUStpnEVIlsNlgcKQgJ,177109.0,4.0
"My Neck, My Back (Lick It)",Khia,0.859,0.625,9.0,-4.234,0.0,0.13,0.0296,0.0,0.0537,0.71,102.072,audio_features,5r29mFrurlVBbqJzjr2XW6,spotify:track:5r29mFrurlVBbqJzjr2XW6,https://api.spotify.com/v1/tracks/5r29mFrurlVBbqJzjr2XW6,https://api.spotify.com/v1/audio-analysis/5r29mFrurlVBbqJzjr2XW6,222560.0,4.0
Gimme the Light,Sean Paul,0.778,0.761,2.0,-5.529,1.0,0.0525,0.141,4.6e-05,0.0441,0.923,107.288,audio_features,5WavgurgGX48eZv1q1E3on,spotify:track:5WavgurgGX48eZv1q1E3on,https://api.spotify.com/v1/tracks/5WavgurgGX48eZv1q1E3on,https://api.spotify.com/v1/audio-analysis/5WavgurgGX48eZv1q1E3on,228000.0,4.0
Hero,Enrique Iglesias,0.581,0.651,7.0,-5.617,1.0,0.0392,0.143,1.05e-05,0.107,0.146,151.959,audio_features,24Gxm7Eh7tO83E26LG0CsY,spotify:track:24Gxm7Eh7tO83E26LG0CsY,https://api.spotify.com/v1/tracks/24Gxm7Eh7tO83E26LG0CsY,https://api.spotify.com/v1/audio-analysis/24Gxm7Eh7tO83E26LG0CsY,264600.0,4.0
World of Our Own,Westlife,0.703,0.79,1.0,-3.748,1.0,0.0353,0.0162,0.0,0.0639,0.917,97.016,audio_features,05dzTcsTkSkoe1A7P8kNZH,spotify:track:05dzTcsTkSkoe1A7P8kNZH,https://api.spotify.com/v1/tracks/05dzTcsTkSkoe1A7P8kNZH,https://api.spotify.com/v1/audio-analysis/05dzTcsTkSkoe1A7P8kNZH,212841.0,4.0
More Than A Woman,Aaliyah,0.655,0.649,1.0,-5.653,0.0,0.089,0.0793,0.000393,0.117,0.759,86.968,audio_features,4x2YdtTppdbL4kHPOjaunq,spotify:track:4x2YdtTppdbL4kHPOjaunq,https://api.spotify.com/v1/tracks/4x2YdtTppdbL4kHPOjaunq,https://api.spotify.com/v1/audio-analysis/4x2YdtTppdbL4kHPOjaunq,229867.0,4.0
A New Day Has Come - Radio Remix,CÃ©line Dion,0.574,0.691,6.0,-5.103,1.0,0.035,0.0826,1.65e-05,0.149,0.195,91.969,audio_features,5fkDD7aQLUmMy1EwzNm0ZB,spotify:track:5fkDD7aQLUmMy1EwzNm0ZB,https://api.spotify.com/v1/tracks/5fkDD7aQLUmMy1EwzNm0ZB,https://api.spotify.com/v1/audio-analysis/5fkDD7aQLUmMy1EwzNm0ZB,259773.0,4.0
Rollout (My Business),Ludacris,0.921,0.668,7.0,-8.73,1.0,0.235,0.0949,0.0,0.592,0.892,131.059,audio_features,4SyadrABZJIjeND1HPJS31,spotify:track:4SyadrABZJIjeND1HPJS31,https://api.spotify.com/v1/tracks/4SyadrABZJIjeND1HPJS31,https://api.spotify.com/v1/audio-analysis/4SyadrABZJIjeND1HPJS31,296587.0,4.0
All You Wanted,Michelle Branch,0.523,0.828,1.0,-4.696,1.0,0.0762,0.0136,0.000255,0.165,0.476,96.952,audio_features,1u0l8zWpQeMYStFkc2mLD7,spotify:track:1u0l8zWpQeMYStFkc2mLD7,https://api.spotify.com/v1/tracks/1u0l8zWpQeMYStFkc2mLD7,https://api.spotify.com/v1/audio-analysis/1u0l8zWpQeMYStFkc2mLD7,214827.0,4.0
Oops (Oh My) [feat. Missy Elliott],Tweet,0.66,0.536,10.0,-8.786,0.0,0.29,0.233,0.00669,0.111,0.775,159.963,audio_features,5Y0E3dOeynKuLDAXu0t0Bg,spotify:track:5Y0E3dOeynKuLDAXu0t0Bg,https://api.spotify.com/v1/tracks/5Y0E3dOeynKuLDAXu0t0Bg,https://api.spotify.com/v1/audio-analysis/5Y0E3dOeynKuLDAXu0t0Bg,237800.0,4.0
Halfcrazy,Musiq Soulchild,0.412,0.77,11.0,-6.057,0.0,0.18,0.462,1.5e-06,0.0485,0.418,101.955,audio_features,3oXNIpoUMdk8qGkwCeXqGv,spotify:track:3oXNIpoUMdk8qGkwCeXqGv,https://api.spotify.com/v1/tracks/3oXNIpoUMdk8qGkwCeXqGv,https://api.spotify.com/v1/audio-analysis/3oXNIpoUMdk8qGkwCeXqGv,254493.0,3.0
"I'm Not a Girl, Not Yet a Woman",Britney Spears,0.534,0.543,3.0,-6.857,1.0,0.0245,0.579,0.0,0.112,0.418,78.996,audio_features,1xg1yGPy1Y3YUf44s6TB1o,spotify:track:1xg1yGPy1Y3YUf44s6TB1o,https://api.spotify.com/v1/tracks/1xg1yGPy1Y3YUf44s6TB1o,https://api.spotify.com/v1/audio-analysis/1xg1yGPy1Y3YUf44s6TB1o,231067.0,4.0
Tainted Love,Marilyn Manson,0.637,0.95,8.0,-4.4,1.0,0.109,0.00104,7.35e-06,0.288,0.511,142.018,audio_features,0cOyhnhy13lc5G5nr4EF0q,spotify:track:0cOyhnhy13lc5G5nr4EF0q,https://api.spotify.com/v1/tracks/0cOyhnhy13lc5G5nr4EF0q,https://api.spotify.com/v1/audio-analysis/0cOyhnhy13lc5G5nr4EF0q,200067.0,4.0
Handbags And Gladrags,Stereophonics,0.328,0.726,3.0,-3.935,1.0,0.0312,0.0286,0.000643,0.167,0.21,134.639,audio_features,3U8UHbqKeR0jlkg8Qlwunr,spotify:track:3U8UHbqKeR0jlkg8Qlwunr,https://api.spotify.com/v1/tracks/3U8UHbqKeR0jlkg8Qlwunr,https://api.spotify.com/v1/audio-analysis/3U8UHbqKeR0jlkg8Qlwunr,277387.0,4.0
Wasting My Time,Default,0.449,0.776,2.0,-5.594,1.0,0.0322,0.00171,0.0,0.0698,0.198,148.11,audio_features,5dpAN1mjFPL38kh9kWsCiw,spotify:track:5dpAN1mjFPL38kh9kWsCiw,https://api.spotify.com/v1/tracks/5dpAN1mjFPL38kh9kWsCiw,https://api.spotify.com/v1/audio-analysis/5dpAN1mjFPL38kh9kWsCiw,269307.0,4.0
Hands Clean,Alanis Morissette,0.513,0.82,7.0,-5.428,1.0,0.0299,0.00192,2.83e-06,0.504,0.52,99.952,audio_features,2LVxvGhl2U5p2ql2ujc6vZ,spotify:track:2LVxvGhl2U5p2ql2ujc6vZ,https://api.spotify.com/v1/tracks/2LVxvGhl2U5p2ql2ujc6vZ,https://api.spotify.com/v1/audio-analysis/2LVxvGhl2U5p2ql2ujc6vZ,269400.0,4.0
Baby,Ashanti,0.567,0.58,4.0,-5.757,0.0,0.223,0.0084,5.37e-06,0.0342,0.46,157.596,audio_features,6cZPfzVtkicrA3CyjqYKhu,spotify:track:6cZPfzVtkicrA3CyjqYKhu,https://api.spotify.com/v1/tracks/6cZPfzVtkicrA3CyjqYKhu,https://api.spotify.com/v1/audio-analysis/6cZPfzVtkicrA3CyjqYKhu,265707.0,4.0
Addictive,Truth Hurts,0.701,0.677,11.0,-6.591,0.0,0.147,0.0737,0.000162,0.187,0.367,99.271,audio_features,36jSIOSE72neBbKntCthqw,spotify:track:36jSIOSE72neBbKntCthqw,https://api.spotify.com/v1/tracks/36jSIOSE72neBbKntCthqw,https://api.spotify.com/v1/audio-analysis/36jSIOSE72neBbKntCthqw,226440.0,4.0
Hey Baby,No Doubt,0.638,0.906,2.0,-4.824,1.0,0.0504,0.0662,6.88e-05,0.142,0.767,107.991,audio_features,5lWRaa0fBxDE5yU91npPq7,spotify:track:5lWRaa0fBxDE5yU91npPq7,https://api.spotify.com/v1/tracks/5lWRaa0fBxDE5yU91npPq7,https://api.spotify.com/v1/audio-analysis/5lWRaa0fBxDE5yU91npPq7,209200.0,4.0
Little By Little,Oasis,0.405,0.632,2.0,-5.132,1.0,0.0273,0.0316,0.00251,0.112,0.141,145.936,audio_features,45AQ5zbSJ0j1nM9daSWeq8,spotify:track:45AQ5zbSJ0j1nM9daSWeq8,https://api.spotify.com/v1/tracks/45AQ5zbSJ0j1nM9daSWeq8,https://api.spotify.com/v1/audio-analysis/45AQ5zbSJ0j1nM9daSWeq8,292853.0,4.0
Here Is Gone,The Goo Goo Dolls,0.338,0.685,1.0,-5.178,1.0,0.0322,0.00052,0.000512,0.109,0.221,102.192,audio_features,4KqTGPPmXowMPEoShSVOta,spotify:track:4KqTGPPmXowMPEoShSVOta,https://api.spotify.com/v1/tracks/4KqTGPPmXowMPEoShSVOta,https://api.spotify.com/v1/audio-analysis/4KqTGPPmXowMPEoShSVOta,238173.0,4.0
Round Round,Sugababes,0.74,0.845,6.0,-3.802,0.0,0.0338,0.00287,6.23e-06,0.115,0.749,126.607,audio_features,5O2Ft5ENCfAh6JCgykJs76,spotify:track:5O2Ft5ENCfAh6JCgykJs76,https://api.spotify.com/v1/tracks/5O2Ft5ENCfAh6JCgykJs76,https://api.spotify.com/v1/audio-analysis/5O2Ft5ENCfAh6JCgykJs76,236427.0,4.0
